Loan_ID,APP_DATE,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,ACTION
625210,2006-06-25,7400,48924.0,86612.0,DebtCon,,4.0,0.0,0.0,207.7684144,4.0,30.0,29.93791783,Examine Overdue Bills
808322,2018-05-31,25800,137140.0,167096.0,DebtCon,Other,7.0,0.0,1.0,209.085283,1.0,19.0,36.18947433,Examine Overdue Bills
218078,2005-08-23,5500,24700.0,35675.0,DebtCon,Other,1.0,0.0,3.0,153.9333333,3.0,27.0,,Examine Overdue Bills
111142,2021-01-23,53600,235895.0,299772.0,HomeImp,Mgr,5.0,0.0,0.0,112.7482819,7.0,22.0,44.94592915,Examine Overdue Bills
480821,2010-05-28,12900,69770.0,87000.0,DebtCon,Other,6.0,0.0,0.0,201.9333333,3.0,19.0,,Examine Overdue Bills
639299,2014-03-25,18000,62216.0,85503.0,DebtCon,Other,3.0,0.0,0.0,307.2507013,2.0,15.0,41.43939067,Examine Overdue Bills
500196,2006-07-01,7400,65032.0,83184.0,HomeImp,Other,15.0,0.0,0.0,230.4202559,1.0,35.0,35.41511292,Examine Overdue Bills
480893,2012-06-03,15400,63456.0,96794.0,DebtCon,ProfExe,3.0,0.0,0.0,85.52936247,0.0,28.0,37.362645,Examine Overdue Bills
361574,2014-04-25,18000,74162.0,89823.0,DebtCon,Other,0.0,2.0,1.0,121.7614658,1.0,26.0,34.02520751,Examine Overdue Bills
974387,2005-09-27,5700,62319.0,82923.0,HomeImp,Other,4.0,0.0,0.0,117.6739652,0.0,15.0,42.46486629,Examine Overdue Bills
921132,2013-02-22,16400,21857.0,51994.0,HomeImp,ProfExe,7.0,0.0,0.0,201.9333333,0.0,14.0,,Examine Overdue Bills
290708,2008-10-06,10700,54091.0,67661.0,HomeImp,Other,27.0,0.0,2.0,188.5339891,0.0,24.0,38.58937234,Examine Overdue Bills
870978,2007-04-13,8700,54768.0,87268.0,HomeImp,Other,18.0,0.0,0.0,187.5805703,0.0,28.0,26.36713414,Examine Overdue Bills
761029,2017-06-01,23700,62949.0,99295.0,HomeImp,Office,15.0,0.0,0.0,145.3552803,0.0,14.0,36.03276029,Examine Overdue Bills
532612,2020-08-22,42300,22434.0,65893.0,DebtCon,Other,18.0,0.0,0.0,205.5336428,1.0,31.0,43.22866458,Examine Overdue Bills
981860,2018-03-03,25200,,68083.0,DebtCon,Other,26.0,0.0,0.0,128.4230865,0.0,8.0,21.05500114,Examine Overdue Bills
509630,2021-01-07,52000,31305.0,83147.0,HomeImp,Other,3.0,1.0,0.0,268.3858077,7.0,14.0,42.40293347,Examine Overdue Bills
972743,2013-09-19,17100,54598.0,115838.0,DebtCon,ProfExe,14.0,0.0,0.0,247.2958965,0.0,20.0,25.63211642,Examine Overdue Bills
332561,2020-05-26,38900,198749.0,270751.0,DebtCon,ProfExe,4.0,0.0,0.0,245.8954444,0.0,32.0,29.62236869,Examine Overdue Bills
471011,2007-04-16,8700,62600.0,77600.0,DebtCon,Other,0.5,1.0,0.0,351.0333333,3.0,13.0,,Examine Overdue Bills
887395,2019-10-14,31500,49020.0,100700.0,DebtCon,Office,4.0,0.0,0.0,169.6890389,1.0,25.0,36.03464456,Examine Overdue Bills
375445,2006-08-03,7500,,,HomeImp,Other,20.0,,,157.3284228,0.0,20.0,,Examine Overdue Bills
971964,2020-03-31,36400,38263.0,57311.0,DebtCon,Other,,0.0,0.0,,7.0,0.0,31.53665358,Examine Overdue Bills
753109,2017-10-14,24600,135278.0,164559.0,DebtCon,Other,5.0,1.0,0.0,225.3668485,0.0,20.0,34.07915769,Examine Overdue Bills
826582,2007-01-12,8300,44783.0,63424.0,HomeImp,Other,2.0,0.0,,97.9008362,,12.0,36.5878698,Examine Overdue Bills
966343,2019-07-10,29800,34000.0,71000.0,DebtCon,Other,10.0,,,115.6666667,,24.0,,Examine Overdue Bills
952414,2015-10-22,20700,61710.0,86749.0,DebtCon,,2.0,0.0,0.0,114.0118385,0.0,16.0,40.76214878,Examine Overdue Bills
43110,2010-07-24,13000,6793.0,47700.0,DebtCon,ProfExe,4.0,0.0,0.0,304.3666667,0.0,16.0,,Examine Overdue Bills
128267,2018-02-20,25100,44639.0,75412.0,DebtCon,Other,22.0,,1.0,284.9136704,0.0,29.0,39.51801708,Examine Overdue Bills
545940,2019-05-15,28600,136546.0,185507.0,DebtCon,ProfExe,0.0,0.0,0.0,212.3140985,3.0,19.0,40.51680131,Examine Overdue Bills
439994,2015-12-15,21000,94063.0,139868.0,DebtCon,ProfExe,,0.0,0.0,207.2100355,0.0,21.0,30.24782255,Examine Overdue Bills
314508,2015-12-26,21000,87000.0,140000.0,DebtCon,ProfExe,22.0,1.0,0.0,163.3666667,1.0,25.0,,Examine Overdue Bills
639642,2015-04-16,20000,71254.0,109200.0,DebtCon,Other,10.0,,,,,,,Examine Overdue Bills
299217,2014-08-12,18600,84874.0,115759.0,DebtCon,ProfExe,9.0,0.0,0.0,146.0698108,3.0,18.0,39.83431993,Examine Overdue Bills
279245,2014-08-07,18500,99474.0,127470.0,DebtCon,Office,22.0,0.0,0.0,287.0022563,3.0,16.0,30.99602763,Examine Overdue Bills
577311,2006-03-13,6800,76074.0,88178.0,HomeImp,Other,22.0,0.0,0.0,341.4650556,0.0,46.0,27.52324614,Examine Overdue Bills
466394,2013-05-12,16600,71096.0,104437.0,HomeImp,ProfExe,9.0,0.0,0.0,246.9596363,1.0,12.0,37.09953261,Examine Overdue Bills
299315,2008-09-16,10600,48018.0,68963.0,DebtCon,Mgr,2.0,0.0,0.0,186.7575926,1.0,16.0,30.65574434,Examine Overdue Bills
773457,2005-08-26,5500,21359.0,30000.0,DebtCon,Other,7.0,3.0,2.0,130.8,3.0,14.0,,Examine Overdue Bills
720949,2006-05-26,7200,57912.0,84806.0,HomeImp,Other,15.0,0.0,0.0,241.5142498,0.0,35.0,35.06267565,Examine Overdue Bills
185500,2018-08-21,26400,220432.0,283978.0,HomeImp,ProfExe,6.0,,5.0,480.3560137,,56.0,33.7142391,Examine Overdue Bills
48657,2016-11-15,22600,69675.0,92300.0,DebtCon,Other,16.0,0.0,6.0,240.4333333,0.0,30.0,,Examine Overdue Bills
357251,2021-02-15,60500,40669.0,70207.0,DebtCon,Other,3.0,0.0,0.0,96.26606796,0.0,21.0,29.36696636,Examine Overdue Bills
241255,2021-02-25,65200,71151.0,143960.0,HomeImp,Office,10.0,0.0,0.0,128.7805143,0.0,12.0,43.19116341,Examine Overdue Bills
676566,2020-04-21,37300,68789.0,86172.0,HomeImp,Self,2.0,0.0,6.0,235.6379056,2.0,25.0,114.0505277,Examine Overdue Bills
498797,2011-04-04,13900,50415.0,68166.0,DebtCon,Other,10.0,0.0,0.0,235.680967,0.0,17.0,33.77003753,Examine Overdue Bills
274086,2016-01-11,21100,81389.0,123842.0,DebtCon,Other,9.0,0.0,0.0,285.0469162,1.0,17.0,37.13906786,Examine Overdue Bills
225424,2013-10-10,17200,62108.0,,DebtCon,Office,21.0,0.0,0.0,174.3961345,1.0,21.0,34.53892537,Examine Overdue Bills
498936,2009-09-18,12000,81000.0,105250.0,DebtCon,ProfExe,9.0,0.0,0.0,200.9,2.0,37.0,,Examine Overdue Bills
144713,2020-05-18,38400,31458.0,71821.0,DebtCon,ProfExe,4.0,0.0,0.0,191.9755584,2.0,17.0,24.98536247,Examine Overdue Bills
623687,2014-04-19,18000,52301.0,79959.0,DebtCon,Other,1.0,,1.0,290.2806482,0.0,9.0,37.16369797,Examine Overdue Bills
670198,2016-08-27,22200,9709.0,33926.0,DebtCon,Other,0.0,0.0,0.0,28.52378272,1.0,3.0,29.5997802,Examine Overdue Bills
877370,2021-01-17,52900,48825.0,59418.0,DebtCon,Office,13.0,0.0,0.0,102.338683,1.0,25.0,38.75199499,Examine Overdue Bills
794294,2009-04-10,11400,84380.0,202186.0,HomeImp,Self,13.0,0.0,0.0,34.91437168,,7.0,18.84034872,Examine Overdue Bills
321197,2017-04-16,23500,54816.0,87000.0,DebtCon,Other,3.5,0.0,1.0,223.2,0.0,17.0,,Examine Overdue Bills
705595,2007-11-07,9600,45240.0,60136.0,DebtCon,Other,2.0,0.0,1.0,83.06675091,0.0,19.0,38.45430002,Examine Overdue Bills
176721,2008-11-07,10800,,49495.0,HomeImp,Mgr,5.0,,,141.1652982,,8.0,21.07999894,Examine Overdue Bills
727681,2015-03-30,19900,93619.0,130000.0,DebtCon,Office,9.0,2.0,5.0,210.9666667,2.0,18.0,,Examine Overdue Bills
690152,2011-10-10,14800,63508.0,87310.0,DebtCon,Other,2.0,0.0,0.0,127.1652299,3.0,10.0,38.95372268,Examine Overdue Bills
602877,2016-12-16,22800,76733.0,105624.0,DebtCon,Mgr,1.0,,,225.3275079,5.0,23.0,40.69195368,Examine Overdue Bills
543458,2018-04-12,25500,79593.0,113063.0,DebtCon,ProfExe,9.0,0.0,0.0,135.7406135,0.0,19.0,28.04079318,Examine Overdue Bills
281008,2012-05-03,15300,83004.0,121108.0,,,,,,,,,36.82339319,Examine Overdue Bills
434968,2010-07-01,13000,64499.0,86000.0,HomeImp,Other,1.0,0.0,0.0,109.4,0.0,19.0,,Examine Overdue Bills
271272,2014-01-08,17600,79122.0,96116.0,DebtCon,Other,1.0,0.0,0.0,152.4437144,1.0,18.0,35.5896626,Examine Overdue Bills
39659,2016-12-21,22800,,97634.0,HomeImp,Other,8.0,0.0,0.0,177.5697403,1.0,16.0,40.77224843,Examine Overdue Bills
578309,2015-07-16,20200,137000.0,174685.0,DebtCon,ProfExe,6.0,,,183.6666667,5.0,43.0,,Examine Overdue Bills
118701,2015-10-04,20600,91183.0,138268.0,DebtCon,Other,12.0,0.0,0.0,113.1666358,3.0,15.0,41.20785574,Examine Overdue Bills
929953,2020-11-03,48000,41392.0,106075.0,HomeImp,Self,8.0,0.0,0.0,203.0888209,2.0,35.0,38.63382732,Examine Overdue Bills
119080,2019-07-12,29900,135955.0,182161.0,DebtCon,ProfExe,0.0,0.0,0.0,235.3710385,2.0,18.0,38.69974659,Examine Overdue Bills
81615,2007-05-12,8800,135899.0,202788.0,DebtCon,ProfExe,1.0,0.0,0.0,53.76762152,1.0,23.0,35.93202507,Examine Overdue Bills
577195,2009-12-31,12300,35651.0,59795.0,HomeImp,Other,22.0,0.0,0.0,118.6530642,0.0,23.0,40.66298165,Examine Overdue Bills
109234,2017-01-24,23000,,56390.0,DebtCon,Other,,0.0,1.0,314.2737125,0.0,19.0,37.74372511,Examine Overdue Bills
748047,2016-09-12,22300,60513.0,111713.0,DebtCon,ProfExe,15.0,0.0,3.0,291.61872,1.0,35.0,27.70517064,Examine Overdue Bills
273218,2019-01-26,27600,74964.0,118507.0,DebtCon,Other,5.0,0.0,0.0,91.7112462,1.0,32.0,39.14675577,Examine Overdue Bills
738470,2008-02-24,10000,59764.0,77870.0,DebtCon,Sales,7.0,0.0,0.0,136.9,0.0,35.0,,Examine Overdue Bills
101498,2013-10-06,17200,33073.0,85654.0,DebtCon,ProfExe,7.0,0.0,0.0,163.3947887,1.0,20.0,28.27488887,Examine Overdue Bills
878473,2012-12-17,16100,63798.0,91045.0,HomeImp,Other,,0.0,0.0,298.2107312,0.0,19.0,30.96164513,Examine Overdue Bills
567692,2020-04-17,37000,36910.0,58338.0,DebtCon,Other,,0.0,0.0,,7.0,0.0,34.89158459,Examine Overdue Bills
764626,2017-07-03,23900,90244.0,120751.0,DebtCon,Self,3.0,0.0,0.0,194.9872525,1.0,26.0,35.40605965,Examine Overdue Bills
866179,2017-05-14,23600,94908.0,101678.0,DebtCon,ProfExe,1.0,1.0,0.0,125.7017044,0.0,19.0,33.22431913,Examine Overdue Bills
317583,2005-05-23,5000,31000.0,47350.0,HomeImp,ProfExe,12.0,,,,,,,Examine Overdue Bills
293361,2016-06-06,21800,,60392.0,DebtCon,Other,,0.0,1.0,300.8414287,0.0,18.0,39.41913658,Examine Overdue Bills
210318,2006-02-18,6600,98415.0,126636.0,HomeImp,Other,11.0,,,423.2096241,2.0,49.0,40.95709032,Examine Overdue Bills
391539,2014-07-13,18400,94952.0,129177.0,DebtCon,ProfExe,12.0,,,140.4807035,,24.0,29.96750585,Examine Overdue Bills
749486,2012-05-14,15300,59083.0,96073.0,DebtCon,ProfExe,8.0,0.0,0.0,194.0054866,0.0,19.0,20.48797965,Examine Overdue Bills
442395,2006-12-10,8200,72986.0,87621.0,DebtCon,Office,14.0,0.0,1.0,86.54572702,0.0,9.0,24.69743042,Examine Overdue Bills
41243,2007-12-06,9800,79405.0,111563.0,DebtCon,Office,0.0,0.0,0.0,240.9429936,1.0,38.0,19.33281003,Examine Overdue Bills
434228,2018-02-04,25100,77088.0,111568.0,DebtCon,Mgr,7.0,0.0,0.0,288.0080252,2.0,29.0,32.55083764,Examine Overdue Bills
502189,2018-05-25,25800,140785.0,208421.0,HomeImp,ProfExe,3.0,0.0,0.0,176.2714893,0.0,28.0,39.74500284,Examine Overdue Bills
568281,2016-10-13,22400,47687.0,65704.0,DebtCon,Office,6.0,0.0,0.0,174.557897,2.0,27.0,36.21976783,Examine Overdue Bills
13676,2017-04-18,23500,,131203.0,HomeImp,Other,0.0,0.0,0.0,318.8471298,3.0,21.0,31.08415579,Examine Overdue Bills
100346,2015-05-24,20000,78500.0,109725.0,DebtCon,ProfExe,9.8,,1.0,117.6666667,2.0,30.0,,Examine Overdue Bills
941564,2009-01-18,11100,,50262.0,HomeImp,Mgr,5.0,,,175.7568875,,8.0,22.95686376,Examine Overdue Bills
150009,2013-03-19,16500,48491.0,112677.0,HomeImp,Office,2.0,,2.0,138.0960861,1.0,23.0,37.25333322,Examine Overdue Bills
963431,2013-11-15,17400,77350.0,101271.0,DebtCon,Other,0.0,0.0,0.0,148.9162275,1.0,18.0,34.38702843,Examine Overdue Bills
487761,2010-06-06,12900,151991.0,179521.0,HomeImp,Office,6.0,0.0,0.0,186.8053299,0.0,55.0,34.19175206,Examine Overdue Bills
816340,2010-09-06,13100,54000.0,74750.0,DebtCon,Other,14.0,1.0,0.0,92.4,0.0,9.0,,Examine Overdue Bills
439879,2018-09-19,26600,84843.0,115850.0,DebtCon,Sales,2.0,0.0,0.0,137.5388776,2.0,37.0,42.57188992,Examine Overdue Bills
757104,2015-04-18,20000,145500.0,194000.0,HomeImp,Self,4.5,0.0,0.0,67.9,5.0,5.0,,Examine Overdue Bills
759876,2020-01-15,33700,73877.0,124834.0,DebtCon,Mgr,10.0,0.0,0.0,68.48269459,0.0,34.0,25.96045509,Examine Overdue Bills
124500,2005-01-03,2000,45000.0,55000.0,HomeImp,Other,3.0,0.0,0.0,86.06666667,2.0,25.0,,Examine Overdue Bills
586428,2021-03-10,69000,197587.0,295551.0,DebtCon,Self,10.0,0.0,0.0,211.7763912,3.0,24.0,30.35685652,Examine Overdue Bills
404900,2019-11-14,32200,118793.0,171024.0,DebtCon,ProfExe,16.0,0.0,0.0,119.6034777,1.0,16.0,29.01132772,Examine Overdue Bills
141286,2015-11-26,20900,59228.0,92224.0,DebtCon,Office,1.0,0.0,0.0,157.0711836,1.0,21.0,37.67720937,Examine Overdue Bills
504403,2005-10-31,6000,9660.0,35900.0,DebtCon,Other,8.0,0.0,1.0,136.3,3.0,6.0,,Examine Overdue Bills
206186,2018-08-10,26300,94916.0,127526.0,DebtCon,ProfExe,0.0,0.0,0.0,195.8476245,2.0,37.0,36.01849565,Examine Overdue Bills
891225,2009-07-24,11900,41009.0,68211.0,DebtCon,Office,23.0,0.0,0.0,234.9296174,0.0,28.0,28.3910393,Examine Overdue Bills
483110,2012-11-24,16000,83200.0,,DebtCon,ProfExe,0.6,0.0,0.0,318.5666667,9.0,27.0,,Examine Overdue Bills
545445,2013-05-14,16700,64862.0,107919.0,HomeImp,ProfExe,10.0,0.0,0.0,260.1585478,0.0,11.0,36.82433903,Examine Overdue Bills
554627,2010-05-31,12900,64245.0,83823.0,DebtCon,Office,13.0,0.0,0.0,246.8377195,3.0,36.0,40.56013033,Examine Overdue Bills
738696,2010-03-06,12600,80612.0,93802.0,DebtCon,Mgr,5.0,0.0,0.0,141.6131456,2.0,26.0,40.74903888,Examine Overdue Bills
619969,2009-10-01,12000,87917.0,,,Other,12.9,0.0,1.0,71.0,0.0,12.0,,Examine Overdue Bills
49139,2020-08-11,42000,9999.0,50681.0,HomeImp,ProfExe,3.0,0.0,0.0,326.0679857,5.0,15.0,12.38674131,Examine Overdue Bills
124032,2011-12-27,15000,135442.0,175900.0,DebtCon,Mgr,11.0,0.0,0.0,247.5666667,0.0,21.0,,Examine Overdue Bills
626571,2008-10-30,10800,75378.0,86060.0,DebtCon,Mgr,6.0,0.0,0.0,102.6650708,0.0,23.0,30.09500969,Examine Overdue Bills
598573,2011-07-25,14500,,30625.0,DebtCon,Other,11.0,,,89.85657709,2.0,9.0,33.47451381,Examine Overdue Bills
27158,2014-02-22,17800,68889.0,85642.0,DebtCon,Other,0.0,2.0,2.0,105.7679609,2.0,25.0,34.62992201,Examine Overdue Bills
45750,2013-01-21,16200,96049.0,129091.0,DebtCon,Mgr,5.0,,,251.1608938,3.0,42.0,36.69216791,Examine Overdue Bills
168568,2008-05-02,10100,72136.0,89437.0,DebtCon,,5.0,0.0,0.0,205.7371252,0.0,15.0,30.79876353,Examine Overdue Bills
775667,2005-04-19,4500,,49044.0,HomeImp,,0.0,0.0,0.0,,0.0,0.0,11.6527388,Examine Overdue Bills
61463,2005-01-07,2200,90957.0,102600.0,HomeImp,Mgr,7.0,2.0,6.0,122.9,1.0,22.0,,Examine Overdue Bills
302602,2011-01-02,13600,30200.0,43600.0,HomeImp,Other,0.0,8.0,1.0,230.3,0.0,18.0,,Examine Overdue Bills
488519,2008-08-07,10500,69656.0,88198.0,DebtCon,Office,15.0,0.0,0.0,97.31940617,0.0,8.0,27.32239655,Examine Overdue Bills
88168,2006-07-07,7500,47518.0,60252.0,DebtCon,Other,16.0,0.0,3.0,220.6249839,0.0,37.0,26.71153647,Examine Overdue Bills
430511,2008-09-24,10700,83650.0,203720.0,HomeImp,Self,11.0,0.0,0.0,13.58869396,,8.0,19.58771055,Examine Overdue Bills
246593,2009-02-21,11200,68890.0,84059.0,DebtCon,Office,12.0,0.0,0.0,254.0196893,3.0,36.0,41.4339438,Examine Overdue Bills
879683,2005-06-08,5000,26037.0,35000.0,HomeImp,ProfExe,12.0,0.0,0.0,182.6333333,0.0,13.0,,Examine Overdue Bills
891701,2012-10-11,15900,94108.0,113888.0,HomeImp,Office,2.0,0.0,0.0,140.5100538,0.0,21.0,36.31878818,Examine Overdue Bills
362558,2010-02-02,12500,69117.0,101503.0,HomeImp,ProfExe,13.0,0.0,7.0,145.9530178,0.0,36.0,36.75998466,Examine Overdue Bills
620202,2017-09-06,24400,237543.0,261393.0,HomeImp,Self,3.0,1.0,0.0,254.517448,2.0,50.0,37.90658567,Examine Overdue Bills
215795,2006-02-21,6700,60301.0,70543.0,HomeImp,ProfExe,5.0,0.0,0.0,195.7808633,0.0,19.0,32.39759341,Examine Overdue Bills
906121,2013-01-06,16200,43794.0,69458.0,HomeImp,Office,2.0,0.0,0.0,140.5029163,0.0,18.0,31.10952867,Examine Overdue Bills
668529,2019-01-22,27600,123121.0,157337.0,DebtCon,Mgr,2.0,0.0,0.0,283.2828535,0.0,24.0,36.94827386,Examine Overdue Bills
82990,2006-08-26,7700,76056.0,83643.0,HomeImp,Other,22.0,0.0,0.0,353.1956285,0.0,47.0,28.54452887,Examine Overdue Bills
65000,2011-10-16,14900,101179.0,117405.0,HomeImp,Office,2.0,0.0,0.0,133.9305097,1.0,22.0,35.54740722,Examine Overdue Bills
631415,2012-04-30,15300,,92320.0,DebtCon,Office,28.0,0.0,0.0,325.9984486,0.0,15.0,15.33556026,Examine Overdue Bills
146716,2006-11-10,8000,58006.0,94930.0,HomeImp,ProfExe,4.0,0.0,0.0,223.2029895,2.0,24.0,30.91339584,Examine Overdue Bills
501983,2010-04-22,12700,159661.0,183244.0,DebtCon,ProfExe,7.0,,1.0,210.1152209,4.0,26.0,43.76819178,Examine Overdue Bills
744964,2020-10-02,44400,100564.0,154708.0,DebtCon,Other,14.0,,0.0,253.914111,3.0,30.0,43.90215236,Examine Overdue Bills
709725,2006-12-31,8300,82000.0,111000.0,DebtCon,Other,6.0,2.0,2.0,214.1,2.0,12.0,,Examine Overdue Bills
80457,2008-07-27,10500,26000.0,39000.0,DebtCon,Other,9.0,,1.0,152.2333333,7.0,29.0,,Examine Overdue Bills
793182,2006-10-23,8000,41000.0,54000.0,DebtCon,Mgr,4.0,0.0,0.0,189.7,1.0,22.0,,Examine Overdue Bills
738670,2017-06-11,23800,45279.0,68939.0,DebtCon,Other,6.0,0.0,0.0,77.22882195,1.0,19.0,35.5214873,Examine Overdue Bills
779304,2015-06-25,20100,70491.0,100797.0,DebtCon,Other,,2.0,0.0,247.0372718,2.0,14.0,40.27214938,Examine Overdue Bills
330489,2008-11-27,10900,116030.0,125179.0,DebtCon,Self,6.0,0.0,0.0,177.0858449,0.0,19.0,33.84909254,Examine Overdue Bills
577092,2014-11-15,19000,130291.0,168187.0,DebtCon,Office,3.0,0.0,0.0,140.6893429,0.0,20.0,24.78815021,Examine Overdue Bills
660687,2005-08-01,5300,51000.0,64000.0,HomeImp,Mgr,10.0,1.0,0.0,98.33333333,0.0,12.0,,Examine Overdue Bills
495017,2016-03-25,21500,141688.0,184241.0,HomeImp,Mgr,8.0,0.0,0.0,311.4261279,0.0,16.0,44.59015523,Examine Overdue Bills
128430,2017-08-04,24100,57555.0,90732.0,DebtCon,Other,8.0,0.0,0.0,236.9619925,1.0,19.0,37.93487786,Examine Overdue Bills
44892,2009-08-08,11900,114329.0,143915.0,DebtCon,ProfExe,15.0,,1.0,185.5726683,0.0,32.0,28.97773866,Examine Overdue Bills
180614,2013-01-20,16200,71530.0,88569.0,DebtCon,Mgr,14.0,0.0,0.0,,0.0,1.0,35.88671015,Examine Overdue Bills
923552,2019-03-13,28000,68000.0,106000.0,HomeImp,Other,6.0,,,114.7,11.0,21.0,,Examine Overdue Bills
649090,2005-06-28,5000,80153.0,97275.0,DebtCon,Other,1.0,0.0,0.0,120.6750632,2.0,10.0,37.51270841,Examine Overdue Bills
926965,2006-03-05,6700,54161.0,59714.0,HomeImp,Office,20.0,0.0,0.0,209.2063004,0.0,20.0,20.20351771,Examine Overdue Bills
389275,2018-10-16,26800,18459.0,53907.0,DebtCon,Other,0.0,0.0,0.0,200.4170271,0.0,6.0,71.51211057,Examine Overdue Bills
56529,2008-08-19,10600,80386.0,106526.0,HomeImp,ProfExe,1.0,0.0,0.0,64.06673554,1.0,19.0,34.10469706,Examine Overdue Bills
642404,2017-03-13,23300,103162.0,135013.0,DebtCon,Mgr,9.0,1.0,0.0,188.9398399,5.0,18.0,40.67081708,Examine Overdue Bills
634415,2014-09-01,18600,43438.0,69441.0,DebtCon,Office,1.0,0.0,0.0,229.2744494,0.0,11.0,35.80007142,Examine Overdue Bills
552217,2017-05-09,23600,,68208.0,DebtCon,Other,26.0,0.0,0.0,119.5859013,0.0,8.0,20.81825554,Examine Overdue Bills
428445,2017-09-28,24500,118251.0,158758.0,DebtCon,Mgr,2.0,0.0,0.0,282.6499216,0.0,24.0,38.84480195,Examine Overdue Bills
112249,2011-08-09,14600,,66776.0,,,8.0,0.0,0.0,118.9760627,0.0,14.0,25.96306069,Examine Overdue Bills
483411,2011-03-31,13900,,80868.0,DebtCon,ProfExe,18.0,0.0,0.0,278.3014245,1.0,7.0,43.31320023,Examine Overdue Bills
621913,2012-02-03,15000,16400.0,205950.0,DebtCon,Mgr,10.0,8.0,3.0,135.9333333,11.0,42.0,,Examine Overdue Bills
362662,2017-02-03,23000,76213.0,184360.0,,Other,12.0,0.0,0.0,379.3499549,0.0,16.0,32.04036608,Examine Overdue Bills
471270,2008-03-29,10000,50070.0,60670.0,HomeImp,Other,5.0,2.0,0.0,15.23333333,0.0,1.0,,Examine Overdue Bills
266744,2009-10-05,12000,48786.0,89800.0,HomeImp,ProfExe,29.9,0.0,5.0,220.1333333,1.0,16.0,,Examine Overdue Bills
702319,2013-11-04,17300,65136.0,83847.0,DebtCon,Office,6.0,0.0,0.0,127.0999737,0.0,20.0,24.5182717,Examine Overdue Bills
794393,2016-03-08,21400,113053.0,147467.0,DebtCon,Office,11.0,0.0,2.0,219.1538803,0.0,24.0,41.82491442,Examine Overdue Bills
739394,2014-03-27,18000,63508.0,94991.0,DebtCon,Office,1.0,0.0,0.0,155.8847243,0.0,25.0,23.58566428,Examine Overdue Bills
393039,2007-11-01,9600,53196.0,63942.0,DebtCon,Other,16.0,0.0,4.0,227.563684,0.0,36.0,24.01676994,Examine Overdue Bills
559304,2015-06-29,20100,36486.0,46883.0,HomeImp,Self,3.0,0.0,,117.783379,,10.0,24.85145676,Examine Overdue Bills
822220,2010-03-02,12500,56791.0,72974.0,HomeImp,Other,29.0,0.0,3.0,182.0664052,0.0,24.0,35.69162282,Examine Overdue Bills
256048,2017-10-06,24500,,51623.0,DebtCon,Other,,,,91.86238836,,12.0,28.87957066,Examine Overdue Bills
234857,2009-04-27,11500,47597.57,75937.5,DebtCon,Other,13.5,0.0,0.0,89.4,0.0,7.0,,Examine Overdue Bills
780462,2011-09-21,14700,90662.0,111778.0,DebtCon,ProfExe,1.0,1.0,1.0,148.4232463,0.0,33.0,31.77010155,Examine Overdue Bills
491500,2013-05-05,16600,,50732.0,DebtCon,Office,0.0,0.0,0.0,96.36289475,2.0,9.0,42.39913928,Examine Overdue Bills
622419,2016-10-22,22500,62137.0,95708.0,DebtCon,Office,4.0,,,187.1661489,,16.0,37.46041757,Examine Overdue Bills
402909,2013-03-10,16400,58664.0,89589.0,DebtCon,Office,27.0,0.0,0.0,211.4411021,0.0,21.0,34.25636489,Examine Overdue Bills
503059,2007-03-19,8600,,47791.0,,,,,,,,,14.39253608,Examine Overdue Bills
105844,2013-08-30,17000,170636.0,188899.0,DebtCon,,1.0,4.0,0.0,67.40828497,1.0,13.0,44.75157219,Examine Overdue Bills
909312,2006-08-30,7800,,11702.0,HomeImp,Other,0.0,0.0,0.0,44.62959157,2.0,7.0,21.27178537,Examine Overdue Bills
240804,2005-05-14,4900,,69706.0,,,,,,,,,33.70558774,Examine Overdue Bills
772229,2008-01-22,9900,31244.0,44138.0,HomeImp,Mgr,14.0,0.0,0.0,60.6344698,1.0,9.0,31.68813428,Examine Overdue Bills
290575,2006-10-27,8000,37871.0,,HomeImp,ProfExe,15.0,6.0,2.0,179.6333333,0.0,30.0,,Examine Overdue Bills
733060,2010-06-20,12900,88304.0,122178.0,DebtCon,Office,10.0,0.0,0.0,223.4548548,0.0,12.0,41.42995887,Examine Overdue Bills
692305,2018-01-05,25000,117500.0,165000.0,DebtCon,ProfExe,17.5,0.0,3.0,239.4,1.0,27.0,,Examine Overdue Bills
482950,2019-06-18,29000,79000.0,,HomeImp,ProfExe,8.0,0.0,1.0,189.7,1.0,33.0,,Examine Overdue Bills
478721,2015-08-14,20400,173975.0,219297.0,DebtCon,Office,12.0,0.0,0.0,198.5572405,0.0,32.0,40.7848993,Examine Overdue Bills
939602,2006-02-13,6600,,48800.0,HomeImp,,0.0,0.0,0.0,,0.0,0.0,12.21943615,Examine Overdue Bills
337583,2009-08-11,12000,84172.0,123415.0,DebtCon,Office,9.0,0.0,0.0,139.0184494,1.0,21.0,38.58266988,Examine Overdue Bills
633428,2013-08-23,17000,89600.0,115000.0,DebtCon,Self,20.0,,3.0,99.26666667,0.0,23.0,,Examine Overdue Bills
108234,2006-11-22,8100,66691.0,82768.0,DebtCon,,4.0,0.0,0.0,184.1934176,0.0,15.0,32.39650949,Examine Overdue Bills
