APP_DATE,TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,INC,INC1,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS,ACTION
2006-12-28,R,0,1,22,12,15,2,0,0,1500,0,2500,2,U,1,1,1,2,1,2000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2010-02-18,R,2,4,39,72,21,2,0,0,0,1,0,1,V,1,1,1,3,1,2500,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2012-09-25,H,0,1,41,144,6,2,2,1,0,1,0,1,U,1,1,3,2,1,2000,"Radio, TV, Hifi",0,German,Others,Car,Cheque card,Offer Economy Vehicle
2012-03-06,H,0,1,27,240,120,2,1,1,0,0,0,0,U,1,1,3,4,1,800,"Radio, TV, Hifi",0,Turkish,Others,Car,VISA mybank,Offer Economy Vehicle
2010-01-10,H,1,3,38,96,45,2,0,0,3100,0,100000,4,V,1,1,2,2,1,1800,"Dept. Store,Mail",0,German,Others,Car,no credit cards,Offer Economy Vehicle
2006-12-24,R,1,2,21,6,33,2,0,0,0,1,0,1,U,3,1,0,3,1,1400,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,Offer Economy Vehicle
2012-07-30,H,2,4,54,9,60,1,2,1,3000,0,100000,4,V,1,1,2,5,1,600,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,Offer Economy Vehicle
2006-06-17,R,3,5,46,96,240,2,2,0,2000,0,2500,2,V,1,1,2,4,1,0,0,Lease,Others,"Food,Building,Ca",Car,no credit cards,Offer Economy Vehicle
2007-03-10,H,0,1,22,36,30,2,0,0,1700,0,2500,2,U,1,1,1,2,1,1700,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-03-30,R,2,3,37,96,168,1,0,0,1500,0,2500,2,G,3,1,0,0,0,4000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2009-08-14,H,3,5,53,264,336,2,0,1,0,1,0,1,V,1,1,2,5,1,1500,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2006-12-03,H,0,1,20,54,9,2,0,0,1900,0,2500,2,U,3,1,0,7,1,900,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2005-03-03,R,2,3,29,30,144,1,0,0,2400,0,2500,2,G,1,1,2,0,0,4000,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,no credit cards,Offer Economy Vehicle
2005-06-09,H,2,4,38,144,15,2,0,1,2300,1,2500,3,V,3,1,0,0,0,2000,"Radio, TV, Hifi",0,German,Others,Without Vehicle,Cheque card,Offer Economy Vehicle
2007-11-08,H,2,4,34,30,84,2,0,0,2500,0,2500,2,V,3,1,0,4,1,1700,"Dept. Store,Mail",0,German,Others,Car,no credit cards,Offer Economy Vehicle
2009-05-30,H,0,1,31,42,39,2,0,0,1700,0,2500,2,U,1,1,1,9,1,1300,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-01-12,H,0,1,24,84,24,1,2,1,0,1,0,1,U,1,1,1,0,0,1200,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2013-01-07,H,2,4,30,18,120,2,2,1,3500,0,100000,4,V,1,1,3,4,1,2500,Leisure,Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2011-06-02,H,2,4,29,120,108,2,2,1,2500,0,2500,2,V,1,1,1,0,0,1200,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,Offer Economy Vehicle
2007-12-09,R,3,5,38,144,144,2,0,0,2100,0,2500,2,V,1,1,0,3,1,4000,"Furniture,Carpet",Lease,Turkish,"Civil Service, M",Without Vehicle,no credit cards,Offer Economy Vehicle
2008-07-12,H,0,2,30,30,9,2,0,1,2300,1,2500,3,V,1,1,2,5,1,900,"Radio, TV, Hifi",0,German,Others,Without Vehicle,Cheque card,Offer Economy Vehicle
2011-05-12,H,0,1,27,36,120,2,2,1,2600,0,100000,4,U,1,1,2,4,1,900,"Radio, TV, Hifi",Lease,German,"State,Steel Ind,",Car,no credit cards,Offer Economy Vehicle
2005-03-21,R,2,4,37,96,96,2,0,0,2200,1,2500,3,V,3,1,0,0,0,1700,"Radio, TV, Hifi",0,German,"Civil Service, M",Car,Cheque card,Offer Economy Vehicle
2007-03-25,H,0,1,22,54,42,2,0,1,1700,0,2500,2,U,3,1,0,2,1,900,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2009-03-14,R,1,2,34,96,60,2,0,1,2500,0,2500,2,U,1,1,2,4,1,1500,"Radio, TV, Hifi",0,German,"Civil Service, M",Without Vehicle,no credit cards,Offer Economy Vehicle
2012-10-06,H,1,3,26,24,84,2,2,1,2800,0,100000,4,V,3,1,0,4,1,1700,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2009-08-26,H,0,2,42,216,336,2,0,1,0,1,0,1,V,1,1,2,3,1,1700,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,Cheque card,Offer Economy Vehicle
2005-04-24,H,0,2,58,144,24,2,0,0,1500,0,2500,2,V,3,1,0,0,0,900,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2009-07-28,R,2,3,39,36,84,2,0,1,2000,0,2500,2,G,1,1,3,4,1,900,"Radio, TV, Hifi",0,German,"Civil Service, M",Car,no credit cards,Offer Economy Vehicle
2006-01-01,H,0,2,29,21,21,2,2,1,2600,0,100000,4,V,1,1,2,5,1,1000,"Radio, TV, Hifi",0,German,Others,Car,no credit cards,Offer Economy Vehicle
2009-08-24,R,0,2,55,21,288,1,0,0,2300,0,2500,2,V,1,1,1,2,1,3000,"Furniture,Carpet",Owner,German,"Civil Service, M",Car,no credit cards,Offer Economy Vehicle
2011-07-06,H,2,4,29,18,120,2,2,1,4000,0,100000,4,V,1,1,1,7,1,2000,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,Offer Economy Vehicle
2010-01-03,R,0,1,56,240,168,2,0,1,2100,0,2500,2,W,1,1,1,4,1,2000,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,no credit cards,Offer Economy Vehicle
2009-07-31,H,0,1,26,264,6,2,0,1,2900,0,100000,4,U,1,1,1,4,1,1000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2006-06-23,R,0,2,41,42,9,2,0,0,0,1,0,1,V,1,1,3,0,0,3000,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2011-05-08,H,0,1,29,60,0,2,1,1,4000,0,100000,4,U,1,1,2,3,1,1300,"Radio, TV, Hifi",0,German,Pensioner,Car,no credit cards,Offer Economy Vehicle
2009-06-03,H,0,1,24,48,15,2,0,0,2400,0,2500,2,U,1,1,1,3,1,4000,"Furniture,Carpet",0,Other European,Others,Car,no credit cards,Offer Economy Vehicle
2006-04-19,H,1,3,45,216,120,2,2,1,0,0,0,0,V,1,1,1,0,0,1000,"Dept. Store,Mail",Lease,German,Others,Car,Mastercard/Euroc,Offer Economy Vehicle
2009-06-16,H,1,3,30,12,48,2,0,0,0,1,0,1,V,1,1,1,3,1,800,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2009-04-28,H,0,2,35,3,84,2,0,0,0,1,0,1,V,1,1,2,2,1,1000,"Furniture,Carpet",Lease,Others,Others,Without Vehicle,Cheque card,Offer Economy Vehicle
2006-03-26,R,1,3,38,192,18,2,0,0,3200,1,100000,5,V,3,1,0,0,0,6000,"Furniture,Carpet",Owner,German,"Civil Service, M",Car,Cheque card,Offer Economy Vehicle
2012-07-20,H,2,4,32,36,24,2,2,1,2800,1,100000,5,V,1,1,2,4,1,800,"Radio, TV, Hifi",Lease,Italian,Others,Car,Cheque card,Offer Economy Vehicle
2010-10-16,H,2,4,33,144,216,2,0,1,3300,0,100000,4,V,3,1,0,7,1,7000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2009-03-21,H,2,4,39,96,192,2,0,1,3400,0,100000,4,V,1,1,1,4,1,3000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2012-08-25,H,0,2,59,336,336,2,2,1,2700,0,100000,4,V,1,1,1,4,1,1600,"Radio, TV, Hifi",0,German,Pensioner,Car,no credit cards,Offer Economy Vehicle
2006-03-01,H,1,3,30,48,6,2,0,1,2700,0,100000,4,V,1,1,1,0,0,6000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2012-10-18,H,2,4,24,240,108,1,2,1,4000,0,100000,4,V,1,1,4,5,1,500,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-01-14,R,0,1,46,144,30,1,0,0,1500,0,2500,2,G,3,1,0,0,0,900,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2007-10-27,R,0,1,30,30,18,2,0,0,2100,0,2500,2,U,1,1,2,3,1,2500,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2011-05-19,H,3,5,49,6,216,2,2,0,4000,0,100000,4,V,1,1,3,4,1,500,"Dept. Store,Mail",Owner,German,"Civil Service, M",Car,no credit cards,Offer Economy Vehicle
2006-09-23,H,0,2,68,192,66,2,0,1,0,1,0,1,V,3,1,0,0,0,1500,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2010-11-11,H,0,1,38,9,12,2,0,0,3000,0,100000,4,U,3,1,0,7,1,3000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2010-12-15,H,0,1,24,42,66,2,0,1,2300,0,2500,2,U,3,1,0,4,1,2500,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2005-03-31,H,1,3,32,48,96,2,0,0,3000,0,100000,4,V,3,1,0,0,0,8000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2007-02-05,R,0,1,22,192,18,2,0,0,1700,0,2500,2,U,3,1,0,2,1,1200,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2012-10-02,H,0,1,33,108,6,2,2,1,2300,0,2500,2,U,1,1,1,4,1,900,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2007-11-23,R,2,4,31,66,144,2,0,0,2500,0,2500,2,V,1,1,0,4,1,1700,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards,Offer Economy Vehicle
2013-02-02,H,0,1,22,192,84,2,2,1,2200,0,2500,2,U,3,1,0,4,1,1600,"Dept. Store,Mail",0,German,"Food,Building,Ca",Car,Other credit car,Offer Economy Vehicle
2009-04-03,H,2,4,35,999,66,2,0,0,2800,0,100000,4,V,1,1,1,3,1,1800,"Radio, TV, Hifi",Owner,German,Others,Car,no credit cards,Offer Economy Vehicle
2010-04-02,H,1,3,43,96,36,2,0,1,2500,0,2500,2,V,1,1,1,5,1,6000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-04-28,R,0,1,64,264,42,1,0,0,0,1,0,1,U,3,1,0,0,0,3000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,Offer Economy Vehicle
2010-10-27,H,0,1,35,999,15,2,0,0,1500,0,2500,2,U,1,1,1,4,1,600,"Radio, TV, Hifi",Lease,German,"State,Steel Ind,",Without Vehicle,no credit cards,Offer Economy Vehicle
2011-05-09,H,0,1,30,84,84,2,2,0,1800,0,2500,2,U,1,1,0,0,0,3000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2007-03-11,H,0,2,22,3,3,2,0,1,1900,0,2500,2,V,3,1,0,5,1,1400,"Radio, TV, Hifi",0,German,Others,Car,no credit cards,Offer Economy Vehicle
2008-01-25,H,1,2,43,54,3,2,0,1,2100,0,2500,2,G,1,1,0,7,1,2500,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2005-04-02,R,0,1,55,264,15,1,0,0,1500,0,2500,2,W,3,1,0,0,0,1500,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2012-09-06,H,2,4,29,3,24,2,1,0,2400,0,2500,2,V,1,1,2,5,1,800,"Radio, TV, Hifi",Lease,Greek,Others,Car,no credit cards,Offer Economy Vehicle
2008-08-19,H,0,2,48,48,336,2,0,1,3000,0,100000,4,V,1,1,1,5,1,500,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2007-04-23,H,0,1,22,120,15,2,0,0,2000,0,2500,2,U,3,1,0,9,1,1000,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards,Offer Economy Vehicle
2011-03-30,H,0,2,56,216,288,2,2,1,2900,0,100000,4,V,1,1,1,2,1,2000,"Furniture,Carpet",Lease,Turkish,"Civil Service, M",Without Vehicle,no credit cards,Offer Economy Vehicle
2010-06-01,R,0,1,44,192,168,1,0,1,2300,0,2500,2,U,3,1,0,4,1,1600,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2011-01-15,H,3,5,36,84,108,2,2,1,3000,0,100000,4,V,1,1,2,4,1,1400,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,Offer Economy Vehicle
2013-02-22,H,1,3,26,15,66,1,2,1,2800,0,100000,4,V,1,1,3,2,1,1700,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards,Offer Economy Vehicle
2007-03-30,H,0,1,19,42,21,2,0,0,1000,0,2500,2,U,3,1,0,3,1,500,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2007-06-13,H,5,7,56,84,216,2,0,1,3100,0,100000,4,V,1,1,1,4,1,1000,"Furniture,Carpet",Lease,Others,Others,Car,no credit cards,Offer Economy Vehicle
2010-05-01,H,0,2,33,72,3,2,0,1,4000,1,100000,5,V,1,1,0,4,1,600,"Radio, TV, Hifi",0,German,Others,Car,Cheque card,Offer Economy Vehicle
2009-03-17,R,0,2,26,18,54,1,0,1,1600,0,2500,2,V,1,1,1,2,1,1300,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2008-09-05,H,0,1,24,6,66,2,0,1,0,1,0,1,U,1,1,2,5,1,1000,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2008-09-30,H,0,2,23,30,33,2,0,1,2600,0,100000,4,V,1,1,1,5,1,1800,"Radio, TV, Hifi",0,Turkish,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2009-07-21,R,0,1,37,36,168,2,0,0,0,0,0,0,U,1,1,0,5,1,4000,"Furniture,Carpet",Lease,German,Others,Car,Mastercard/Euroc,Offer Economy Vehicle
2007-09-05,H,0,2,31,36,6,2,0,1,10000,0,100000,4,V,1,1,1,5,1,6000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-08-14,H,2,3,41,216,84,1,0,1,0,1,0,1,G,1,1,2,0,0,500,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2011-01-01,H,2,4,23,48,6,2,0,0,2900,0,100000,4,V,1,1,2,0,0,1100,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2006-09-12,R,2,4,34,84,24,1,0,0,1900,0,2500,2,V,3,1,0,0,0,800,"Dept. Store,Mail",0,German,"Food,Building,Ca",Without Vehicle,no credit cards,Offer Economy Vehicle
2009-10-22,H,0,1,53,48,45,2,0,1,3200,0,100000,4,G,1,1,3,6,1,5000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2013-01-31,H,0,1,23,288,39,2,2,1,2000,0,2500,2,U,1,1,1,2,1,4000,Leisure,Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2008-06-16,H,1,3,43,30,27,2,0,0,2600,0,100000,4,V,1,1,1,5,1,1000,"Dept. Store,Mail",0,German,Others,Car,no credit cards,Offer Economy Vehicle
2006-11-05,H,0,1,25,312,18,1,0,0,2000,0,2500,2,U,3,1,0,0,0,2000,Cars,Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2009-05-26,H,0,2,46,9,6,2,0,0,2400,0,2500,2,V,1,1,2,3,1,1000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2006-08-19,H,1,2,27,264,36,1,0,1,0,1,0,1,G,1,1,1,0,0,4000,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2007-11-04,H,2,4,33,84,9,2,0,1,0,1,0,1,V,1,1,1,2,1,3000,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2009-12-25,R,0,2,50,3,39,2,0,0,2100,0,2500,2,V,1,1,1,4,1,9000,Cars,Owner,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-05-21,R,1,3,37,96,84,1,0,0,2600,1,100000,5,V,1,1,2,0,0,1000,"Dept. Store,Mail",0,German,"Civil Service, M",Without Vehicle,Cheque card,Offer Economy Vehicle
2008-09-25,R,0,2,32,15,9,2,0,1,2500,0,2500,2,V,1,1,4,8,1,9000,"Furniture,Carpet",Owner,German,Others,Car,no credit cards,Offer Economy Vehicle
2011-09-20,H,2,4,32,84,168,2,2,1,4000,0,100000,4,V,1,1,1,3,1,2500,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,Offer Economy Vehicle
2007-02-14,H,0,1,22,36,15,2,0,0,3000,0,100000,4,U,3,1,0,4,1,800,"Dept. Store,Mail",0,German,Others,Car,no credit cards,Offer Economy Vehicle
2009-07-25,H,3,5,29,96,108,2,0,1,4000,0,100000,4,V,1,1,1,6,1,4000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-05-31,H,1,2,37,999,42,2,0,0,1800,0,2500,2,G,1,1,1,0,0,1700,"Dept. Store,Mail",Owner,German,Others,Car,no credit cards,Offer Economy Vehicle
2008-04-24,H,0,1,30,6,192,2,0,0,0,1,0,1,U,1,1,2,3,1,2500,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2007-05-07,H,0,1,21,264,45,2,0,0,1900,0,2500,2,U,3,1,0,9,1,800,Cars,Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2006-04-22,R,1,2,27,42,120,2,0,0,0,1,0,1,U,3,1,0,0,0,900,"Radio, TV, Hifi",0,German,Others,Car,Cheque card,Offer Economy Vehicle
2010-11-02,H,2,4,32,30,144,2,0,0,0,1,0,1,V,1,1,2,2,1,4000,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2009-12-17,H,1,3,25,216,66,2,0,0,2200,0,2500,2,V,3,1,0,4,1,1100,"Furniture,Carpet",0,Turkish,Others,Car,no credit cards,Offer Economy Vehicle
2005-12-02,H,0,2,45,168,39,1,0,1,0,0,0,0,V,1,1,1,0,0,1900,"Furniture,Carpet",Lease,German,Others,Car,Mastercard/Euroc,Offer Economy Vehicle
2007-10-31,H,1,3,56,168,144,2,0,1,3300,0,100000,4,V,1,1,1,7,1,2500,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,Offer Economy Vehicle
2013-02-09,H,0,1,26,6,24,2,2,1,2400,0,2500,2,U,1,1,2,4,1,1200,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2012-11-26,H,2,4,34,60,216,2,2,1,2700,0,100000,4,V,3,1,0,4,1,1000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-10-15,H,0,1,32,192,192,1,0,0,1800,0,2500,2,U,1,1,0,0,0,1700,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2009-07-19,R,0,2,47,144,18,2,0,0,0,1,0,1,V,1,1,2,4,1,3000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,Offer Economy Vehicle
2006-01-12,H,8,10,33,72,9,2,0,1,0,1,0,1,V,1,1,3,0,0,1300,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card,Offer Economy Vehicle
2013-02-24,H,0,1,22,264,60,2,2,1,2000,1,2500,3,U,3,1,0,2,1,4000,"Radio, TV, Hifi",0,German,"Food,Building,Ca",Car,Cheque card,Offer Economy Vehicle
2009-10-19,H,2,4,30,96,108,2,0,0,2900,0,100000,4,V,3,1,0,9,1,1300,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards,Offer Economy Vehicle
2010-07-06,H,2,3,25,240,60,2,0,1,0,1,0,1,U,1,1,1,4,1,2500,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2005-03-05,H,0,1,28,240,9,1,0,0,2300,0,2500,2,U,3,1,0,0,0,7000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2012-07-11,H,1,3,56,336,39,2,2,1,2500,0,2500,2,V,3,1,0,6,1,3000,"Radio, TV, Hifi",Lease,German,Pensioner,Car,no credit cards,Offer Economy Vehicle
2005-08-27,H,2,3,34,144,33,2,2,0,0,1,0,1,G,1,1,3,0,0,1600,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,Offer Economy Vehicle
2009-11-11,H,1,3,45,3,18,2,0,0,2300,0,2500,2,V,3,1,0,0,0,2500,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2006-12-01,H,0,1,22,48,84,2,0,0,0,1,0,1,U,3,1,0,8,1,2500,"Radio, TV, Hifi",0,German,"Food,Building,Ca",Car,Cheque card,Offer Economy Vehicle
2006-12-16,H,0,1,18,240,24,2,0,0,0,1,0,1,U,3,1,0,3,1,700,"Radio, TV, Hifi",0,German,"Civil Service, M",Car,Cheque card,Offer Economy Vehicle
2012-10-17,H,1,3,39,42,192,2,2,1,2800,0,100000,4,V,1,1,2,4,1,5000,Leisure,Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2011-05-18,H,0,1,22,6,36,1,2,1,1800,0,2500,2,U,1,1,2,7,1,1000,Cars,Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2012-10-07,H,2,4,35,168,168,2,2,1,10000,0,100000,4,V,1,1,2,7,1,5000,"Radio, TV, Hifi",Owner,German,"Food,Building,Ca",Car,no credit cards,Offer Economy Vehicle
2010-12-07,H,0,2,45,168,96,2,0,0,4000,0,100000,4,V,1,1,2,5,1,5000,Leisure,Lease,German,Self-employed pe,Car,no credit cards,Offer Economy Vehicle
2008-07-13,H,0,2,30,30,54,2,0,1,2500,0,2500,2,V,1,1,7,5,1,6000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2007-12-28,R,0,1,65,216,54,2,0,1,2300,0,2500,2,W,1,1,1,4,1,1000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2010-11-24,R,0,1,23,9,84,2,0,0,0,1,0,1,U,1,1,1,0,0,1300,"Radio, TV, Hifi",0,German,Others,Car,Cheque card,Offer Economy Vehicle
2009-12-20,H,3,5,34,36,36,2,0,1,3400,0,100000,4,V,1,1,2,7,1,800,Cars,Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-05-08,H,0,1,26,42,21,1,2,0,0,1,0,1,U,1,1,1,0,0,500,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2008-07-25,H,3,5,27,21,84,2,0,1,3500,0,100000,4,V,1,1,1,6,1,1000,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards,Offer Economy Vehicle
2009-05-15,R,0,1,45,48,48,2,0,1,0,1,0,1,U,1,1,5,2,1,1000,"Radio, TV, Hifi",0,German,Others,Car,Cheque card,Offer Economy Vehicle
2011-04-05,H,3,5,31,96,192,2,2,1,3000,0,100000,4,V,1,1,2,5,1,2500,"Furniture,Carpet",0,Turkish,Others,Car,no credit cards,Offer Economy Vehicle
2006-12-11,H,0,1,22,3,12,2,0,0,2100,0,2500,2,U,3,1,0,8,1,800,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards,Offer Economy Vehicle
2007-01-21,H,0,1,20,60,48,1,0,1,0,1,0,1,U,3,1,0,7,1,1700,"Radio, TV, Hifi",Lease,Italian,Others,Car,Cheque card,Offer Economy Vehicle
2009-12-18,H,0,1,25,9,48,2,0,1,0,1,0,1,U,1,1,1,7,1,1200,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card,Offer Economy Vehicle
2009-03-09,R,0,2,24,54,30,2,0,0,1900,0,2500,2,V,3,1,0,9,1,3000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2008-03-15,H,0,1,24,288,60,2,0,0,2000,0,2500,2,U,3,1,0,9,1,1300,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2008-02-15,H,0,2,27,15,6,2,0,0,3000,0,100000,4,V,1,1,1,5,1,3000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2011-05-27,H,2,3,41,168,6,1,2,1,2400,0,2500,2,T,1,1,1,0,0,800,"Radio, TV, Hifi",0,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2010-09-26,H,0,2,38,66,21,2,0,1,2200,0,2500,2,V,1,1,2,4,1,2500,"Dept. Store,Mail",0,German,Others,Car,no credit cards,Offer Economy Vehicle
2012-02-28,H,0,1,25,6,54,1,1,1,2000,0,2500,2,U,1,1,0,3,1,1000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2010-06-14,H,0,2,34,15,12,1,0,0,2600,0,100000,4,V,3,1,0,2,1,1600,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-01-23,H,2,3,38,168,27,1,0,0,3400,0,100000,4,G,1,1,2,0,0,700,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2007-05-09,H,0,1,20,18,18,2,0,0,2000,0,2500,2,U,3,1,0,3,1,1700,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,Offer Economy Vehicle
2006-03-02,H,0,1,19,108,6,2,0,0,1000,0,2500,2,U,3,1,0,0,0,800,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,Offer Economy Vehicle
2005-08-31,H,2,4,41,36,144,1,0,1,2900,0,100000,4,V,1,1,1,0,0,4000,"Furniture,Carpet",0,German,"Civil Service, M",Car,no credit cards,Offer Economy Vehicle
2009-10-31,H,0,1,33,54,18,1,0,1,2900,0,100000,4,U,1,1,0,9,1,900,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards,Offer Economy Vehicle
2006-08-23,H,0,2,48,312,30,2,0,1,2000,1,2500,3,V,1,1,3,0,0,9000,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,Cheque card,Offer Economy Vehicle
2012-11-19,H,1,2,44,15,288,2,1,1,3000,0,100000,4,G,1,1,2,6,1,1500,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards,Offer Economy Vehicle
