MACHINE_ID,REPAIR_DATE,DAILY_PRODUCTION,MONTHLY_PRODUCTION,PROD_TARGET,REASON,MONTHS_IN_OPERATION,NEGATIVE_RATING,DAYS_OUT_OF_SERVICE,MACHINE_AGE,SENSOR_INQUIRIES,NUM_SENSORS,SENSOR_RATIO,INDUSTRY,ACTION
870358,2010-12-25,13600,66178.0,104378.0,TruckPr,6.0,0.0,0.0,263.9610151,0.0,11.0,36.43846627,GOVERNMENT,Check Belts
271064,2019-10-27,31800,37100.0,74796.0,CarProd,10.0,,,109.7765826,,23.0,33.68886616,Other,Check Belts
199255,2010-11-15,13400,66737.0,71117.0,CarProd,0.0,0.0,0.0,163.1318589,2.0,34.0,40.94386627,GOVERNMENT,Check Belts
117519,2008-09-28,10700,73996.0,92766.0,CarProd,15.0,0.0,1.0,102.1474286,0.0,9.0,25.3840627,FLEET,Check Belts
230110,2009-04-21,11500,53151.0,71645.0,TruckPr,7.0,0.0,0.0,135.800476,0.0,16.0,35.85161441,Other,Check Belts
172743,2010-09-17,13200,65997.0,88000.0,CarProd,2.0,0.0,0.0,113.2333333,2.0,25.0,,Other,Check Belts
37026,2016-07-13,22000,54010.0,97800.0,CarProd,1.0,0.0,0.0,192.7333333,0.0,26.0,,GOVERNMENT,Check Belts
927261,2012-03-11,15100,60264.0,87110.0,TruckPr,5.0,0.0,0.0,111.399385,0.0,13.0,26.06204325,GOVERNMENT,Check Belts
149950,2014-10-20,18900,34583.0,59247.0,CarProd,15.0,0.0,0.0,89.34062711,0.0,17.0,39.99018836,Other,Check Belts
435133,2011-12-25,15000,73335.0,99400.0,CarProd,0.5,0.0,0.0,273.9333333,2.0,21.0,,GOVERNMENT,Check Belts
592649,2017-09-24,24500,33537.0,57048.0,CarProd,14.0,0.0,0.0,99.37613252,1.0,24.0,28.49500481,Other,Check Belts
394533,2007-02-17,8400,32000.0,49000.0,TruckPr,12.6,0.0,3.0,41.3,2.0,18.0,,COMMERCIAL,Check Belts
888396,2010-01-31,12500,93538.0,118369.0,CarProd,0.0,0.0,1.0,132.8237118,0.0,33.0,34.83386481,GOVERNMENT,Check Belts
793019,2010-07-21,13000,70000.0,90704.0,CarProd,15.0,0.0,3.0,142.1666667,0.0,37.0,,Other,Check Belts
538011,2017-06-29,23900,,105700.0,CarProd,0.8,,,,,,,Other,Check Belts
434453,2011-05-02,14000,46541.0,64338.0,CarProd,0.0,0.0,0.0,204.4094433,1.0,12.0,28.36479851,Other,Check Belts
291895,2014-10-31,18900,,75252.0,CarProd,,,,,,,42.91960497,,Check Belts
210815,2015-09-07,20500,,130396.0,TruckPr,0.0,0.0,0.0,305.6564224,3.0,21.0,31.58225278,Other,Check Belts
434077,2017-10-11,24600,83099.0,113245.0,CarProd,9.0,0.0,1.0,122.7492164,0.0,19.0,28.12573109,GOVERNMENT,Check Belts
330706,2012-10-10,15900,49516.0,105352.0,TruckPr,0.0,0.0,2.0,54.43732562,0.0,9.0,40.27060762,Other,Check Belts
90139,2005-01-02,2000,20627.0,29800.0,TruckPr,11.0,0.0,1.0,122.5333333,1.0,9.0,,FLEET,Check Belts
293201,2008-09-30,10700,49573.0,68125.0,CarProd,2.0,0.0,0.0,223.2,0.0,10.0,,Other,Check Belts
262537,2014-03-29,18000,,53365.0,CarProd,,,,340.460801,,17.0,30.57565003,Other,Check Belts
374001,2016-12-18,22800,127010.0,171758.0,,25.0,,5.0,335.6156509,0.0,27.0,32.36504156,COMMERCIAL,Check Belts
578144,2019-03-15,28000,28042.0,63500.0,CarProd,14.0,2.0,4.0,121.7333333,4.0,28.0,,GOVERNMENT,Check Belts
30112,2006-05-08,7000,,96783.0,TruckPr,20.0,,,,,,40.73031534,Other,Check Belts
519455,2011-05-03,14000,59736.0,97411.0,CarProd,7.0,0.0,0.0,200.1553656,1.0,19.0,20.11698203,GOVERNMENT,Check Belts
144699,2020-07-25,41200,99653.0,157923.0,CarProd,14.0,,1.0,213.4828743,3.0,30.0,40.90847995,Other,Check Belts
29556,2017-06-28,23900,31992.0,57986.0,CarProd,,0.0,0.0,226.2432432,0.0,12.0,38.67184311,Other,Check Belts
310746,2018-04-28,25600,240092.0,263958.0,TruckPr,5.0,1.0,0.0,245.6794706,2.0,51.0,38.97353933,INDUSTRIAL,Check Belts
349942,2006-09-09,7800,55394.0,63567.0,CarProd,23.0,0.0,0.0,262.0143577,2.0,29.0,38.98393849,Other,Check Belts
97717,2010-11-08,13400,30507.0,47990.0,CarProd,7.0,,0.0,149.935294,6.0,29.0,38.92926589,Other,Check Belts
784170,2010-08-12,13000,61865.0,72045.0,CarProd,0.0,0.0,0.0,172.6966846,2.0,34.0,42.56558229,GOVERNMENT,Check Belts
927147,2006-07-02,7400,72739.0,91425.0,CarProd,3.5,0.0,0.0,128.8333333,0.0,26.0,,GOVERNMENT,Check Belts
625210,2006-06-25,7400,48924.0,86612.0,CarProd,4.0,0.0,0.0,207.7684144,4.0,30.0,29.93791783,,Check Belts
590139,2013-09-28,17200,94937.0,133859.0,CarProd,6.0,,,248.1588756,2.0,42.0,36.79087533,COMMERCIAL,Check Belts
653958,2005-06-07,5000,72517.0,86250.0,CarProd,19.0,0.0,1.0,300.3666667,1.0,24.0,,COMMERCIAL,Check Belts
501835,2019-03-05,27900,135511.0,184219.0,CarProd,1.0,1.0,0.0,241.0522835,2.0,19.0,38.60649271,GOVERNMENT,Check Belts
586428,2021-03-10,69000,197587.0,295551.0,CarProd,10.0,0.0,0.0,211.7763912,3.0,24.0,30.35685652,INDUSTRIAL,Check Belts
755639,2019-06-20,29000,101824.0,,CarProd,4.0,2.0,4.0,186.7,0.0,14.0,,COMMERCIAL,Check Belts
669905,2016-04-09,21500,10193.0,75649.0,CarProd,,0.0,0.0,247.8139714,0.0,22.0,39.14851242,FLEET,Check Belts
124058,2018-10-05,26800,145772.0,193135.0,CarProd,12.0,0.0,0.0,147.9387954,0.0,36.0,40.90432104,GOVERNMENT,Check Belts
631307,2014-03-08,17900,62697.0,89848.0,CarProd,7.0,0.0,0.0,113.0588969,0.0,19.0,24.07219136,FLEET,Check Belts
709304,2005-01-31,3000,,8800.0,TruckPr,2.0,0.0,1.0,77.76666667,0.0,3.0,,Other,Check Belts
598003,2012-09-07,15800,9407.0,60165.0,CarProd,1.0,0.0,0.0,310.6584212,0.0,5.0,40.0513062,FARMING,Check Belts
72619,2016-05-13,21700,29500.0,53943.0,CarProd,14.0,0.0,0.0,185.6820797,1.0,19.0,37.75154584,GOVERNMENT,Check Belts
507462,2005-04-28,4700,53918.0,59511.0,CarProd,6.0,,0.0,54.13647743,,15.0,34.41650781,,Check Belts
252441,2016-02-25,21300,143676.0,181960.0,TruckPr,8.0,0.0,0.0,313.1874651,0.0,17.0,43.64534866,COMMERCIAL,Check Belts
914651,2018-11-01,27000,77910.0,117590.0,CarProd,4.0,0.0,0.0,91.8742111,2.0,31.0,38.49715498,Other,Check Belts
436092,2019-01-09,27600,54584.0,86568.0,CarProd,22.0,0.0,0.0,214.8157373,1.0,27.0,35.2239708,Other,Check Belts
572607,2011-09-02,14700,47177.0,68456.0,TruckPr,3.0,0.0,0.0,193.6850688,2.0,18.0,34.54253324,GOVERNMENT,Check Belts
398647,2010-11-05,13400,67941.0,84973.0,CarProd,6.0,1.0,3.0,179.9770702,3.0,30.0,37.42893752,FLEET,Check Belts
430621,2016-07-20,22000,92000.0,,CarProd,4.0,,12.0,218.0,1.0,39.0,,FLEET,Check Belts
951192,2011-02-19,13800,77130.0,127000.0,CarProd,15.0,0.0,0.0,296.3333333,0.0,19.0,,GOVERNMENT,Check Belts
532963,2012-01-26,15000,18900.0,80400.0,CarProd,7.0,0.0,1.0,142.0,0.0,12.0,,GOVERNMENT,Check Belts
698589,2019-07-01,29500,232801.0,289260.0,CarProd,13.0,0.0,0.0,264.4315076,2.0,25.0,26.98136309,GOVERNMENT,Check Belts
767056,2018-05-30,25800,112388.0,180313.0,CarProd,16.0,0.0,0.0,295.5460058,0.0,31.0,33.24109601,FARMING,Check Belts
146956,2007-12-17,9800,53643.0,113161.0,CarProd,5.0,0.0,1.0,230.3032566,0.0,9.0,23.7736104,GOVERNMENT,Check Belts
244142,2016-11-20,22600,,45744.0,CarProd,,,,84.23176112,,12.0,28.45387692,Other,Check Belts
63448,2018-08-01,26300,58369.0,88124.0,CarProd,7.0,0.0,0.0,234.2215473,1.0,20.0,37.15829482,Other,Check Belts
144233,2006-08-14,7600,49926.0,58588.0,CarProd,5.0,,1.0,64.66010695,,16.0,35.05189677,,Check Belts
271961,2011-08-25,14600,51613.0,77912.0,CarProd,0.0,0.0,0.0,182.8825754,0.0,25.0,32.22445241,FLEET,Check Belts
914676,2018-08-06,26300,,43472.0,CarProd,,,,90.08032697,,12.0,28.68850032,Other,Check Belts
712763,2019-10-16,31500,224572.0,282839.0,CarProd,7.0,0.0,1.0,212.7553311,0.0,29.0,16.62648898,GOVERNMENT,Check Belts
711222,2006-10-01,8000,45557.0,56235.0,CarProd,7.0,,1.0,84.69113488,,16.0,36.50316075,,Check Belts
108225,2013-03-14,16400,65898.0,85424.0,TruckPr,10.0,0.0,1.0,173.5332104,0.0,14.0,26.93199486,GOVERNMENT,Check Belts
227562,2012-02-11,15000,79000.0,108000.0,TruckPr,0.4,0.0,0.0,385.5,3.0,31.0,,Other,Check Belts
532042,2011-12-22,15000,48882.0,156000.0,CarProd,20.0,0.0,0.0,239.5,0.0,28.0,,GOVERNMENT,Check Belts
569355,2018-02-26,25200,63258.0,100392.0,CarProd,0.0,0.0,0.0,194.7013158,0.0,25.0,35.27446098,GOVERNMENT,Check Belts
657208,2006-01-14,6400,70035.0,78635.0,CarProd,3.0,0.0,0.0,147.0771635,0.0,31.0,31.20612976,FARMING,Check Belts
891045,2010-12-13,13500,92989.0,111120.0,CarProd,13.0,0.0,0.0,209.4605943,3.0,15.0,39.52184453,Other,Check Belts
135740,2011-06-20,14300,37000.0,54000.0,CarProd,0.0,0.0,0.0,320.6333333,2.0,26.0,,,Check Belts
477815,2008-06-26,10300,59340.0,84708.0,TruckPr,13.0,0.0,0.0,222.3648894,1.0,36.0,34.92598425,Other,Check Belts
663078,2020-01-04,33400,37262.0,76717.0,CarProd,9.0,,,131.044986,,24.0,32.02105145,Other,Check Belts
611965,2020-12-13,50400,53024.0,65024.0,CarProd,12.0,0.0,0.0,103.1857617,1.0,25.0,40.86786973,FLEET,Check Belts
626575,2014-03-02,17800,54003.0,116434.0,CarProd,18.0,0.0,0.0,268.715304,0.0,19.0,24.25197177,GOVERNMENT,Check Belts
274381,2018-05-26,25800,,63456.0,CarProd,25.0,0.0,0.0,148.8162847,0.0,8.0,22.06576364,Other,Check Belts
568776,2007-02-28,8500,18240.0,40200.0,TruckPr,1.0,0.0,1.0,306.4,0.0,12.0,,Other,Check Belts
66983,2017-08-02,24100,104442.0,161366.0,CarProd,14.0,0.0,0.0,195.6423332,0.0,25.0,34.54080952,COMMERCIAL,Check Belts
307953,2008-11-04,10800,59469.0,69834.0,CarProd,3.0,0.0,0.0,308.7591757,0.0,9.0,34.09578509,Other,Check Belts
722924,2019-09-13,30800,54981.0,82038.0,CarProd,2.0,0.0,0.0,165.0778474,2.0,19.0,41.23925628,FLEET,Check Belts
659640,2006-09-25,7900,,37125.0,TruckPr,,,,285.1110151,,12.0,29.41354976,Other,Check Belts
623688,2019-06-04,28900,135770.0,188368.0,CarProd,0.0,1.0,0.0,229.7532224,2.0,19.0,40.63187139,GOVERNMENT,Check Belts
128430,2017-08-04,24100,57555.0,90732.0,CarProd,8.0,0.0,0.0,236.9619925,1.0,19.0,37.93487786,Other,Check Belts
814938,2006-08-02,7500,42721.0,67000.0,CarProd,15.0,1.0,3.0,126.7666667,2.0,23.0,,Other,Check Belts
265976,2010-07-03,13000,27787.0,44901.0,CarProd,8.0,,1.0,166.7262772,7.0,28.0,38.35512561,Other,Check Belts
44916,2021-03-03,66000,62296.0,143982.0,TruckPr,12.0,0.0,1.0,121.3494427,0.0,10.0,41.6125057,FLEET,Check Belts
44250,2020-06-12,39600,,44000.0,CarProd,,0.0,3.0,214.0333333,1.0,16.0,,Other,Check Belts
674836,2011-11-12,14900,36120.0,57095.0,CarProd,4.0,0.0,0.0,239.0236755,1.0,35.0,38.17162353,GOVERNMENT,Check Belts
387472,2011-10-25,14900,,44066.0,TruckPr,0.0,0.0,0.0,313.7797311,1.0,8.0,27.75194278,Other,Check Belts
676632,2011-01-07,13600,7627.0,59173.0,TruckPr,7.0,2.0,0.0,362.5122503,1.0,22.0,14.26712754,Other,Check Belts
869646,2010-10-26,13400,53699.0,68084.0,CarProd,3.0,0.0,0.0,169.8524493,0.0,14.0,25.10971349,Other,Check Belts
484397,2019-06-25,29300,228059.0,291314.0,CarProd,16.0,0.0,1.0,259.6772021,2.0,26.0,28.17364554,GOVERNMENT,Check Belts
77667,2014-07-05,18400,88352.0,110216.0,TruckPr,1.0,0.0,0.0,376.7236428,3.0,31.0,47.83067113,Other,Check Belts
380159,2008-02-26,10000,80000.0,107900.0,TruckPr,12.0,0.0,2.0,176.5333333,0.0,28.0,,GOVERNMENT,Check Belts
101231,2019-12-29,33200,57419.0,103648.0,CarProd,4.0,0.0,0.0,175.3867231,1.0,25.0,34.28625051,FLEET,Check Belts
589351,2021-02-16,61400,46126.0,83800.0,,33.0,0.0,1.0,339.9,1.0,23.0,,Other,Check Belts
779387,2010-05-29,12900,94000.0,,CarProd,8.0,0.0,1.0,205.9333333,0.0,19.0,,FLEET,Check Belts
808033,2017-08-10,24200,242111.0,266670.0,TruckPr,6.0,1.0,0.0,243.0031287,3.0,51.0,36.57538774,INDUSTRIAL,Check Belts
592254,2020-05-07,38000,290000.0,364000.0,CarProd,0.3,0.0,0.0,126.8333333,6.0,32.0,,GOVERNMENT,Check Belts
503695,2006-08-01,7500,42077.0,91676.0,TruckPr,5.5,1.0,4.0,344.9,1.0,30.0,,FLEET,Check Belts
565569,2017-01-04,22900,70497.0,103855.0,TruckPr,13.0,0.0,0.0,149.9896104,0.0,27.0,33.76898573,COMMERCIAL,Check Belts
889950,2011-01-29,13700,64486.0,84759.0,CarProd,4.0,2.0,3.0,182.1802565,3.0,29.0,37.07341346,FLEET,Check Belts
729397,2007-04-29,8700,50711.0,87898.0,CarProd,4.0,0.0,0.0,209.5214385,4.0,30.0,32.74300708,,Check Belts
718402,2008-08-11,10500,74814.0,98132.0,TruckPr,8.0,0.0,0.0,164.3308981,0.0,34.0,32.3751491,GOVERNMENT,Check Belts
811097,2012-10-13,15900,79660.0,96393.0,CarProd,4.0,2.0,0.0,84.205779,1.0,21.0,22.1131931,Other,Check Belts
79423,2007-06-01,8900,62733.0,77741.0,CarProd,8.0,0.0,0.0,68.89009617,3.0,17.0,37.77330059,COMMERCIAL,Check Belts
813745,2011-03-04,13800,67762.0,80748.0,CarProd,8.0,0.0,0.0,135.9486225,0.0,35.0,27.19410701,FARMING,Check Belts
120455,2016-12-03,22700,77356.0,106233.0,TruckPr,14.0,0.0,0.0,161.646341,0.0,27.0,35.42092808,COMMERCIAL,Check Belts
379538,2018-01-11,25000,86000.0,,CarProd,14.0,1.0,0.0,144.0333333,2.0,40.0,,Other,Check Belts
504917,2020-09-20,43500,,46571.0,CarProd,,5.0,,108.5866326,,19.0,29.37129987,Other,Check Belts
379023,2007-02-05,8400,44800.0,56000.0,CarProd,0.0,1.0,5.0,314.5,4.0,42.0,,Other,Check Belts
487301,2013-10-09,17200,74402.0,,CarProd,13.0,0.0,1.0,115.3530306,4.0,34.0,41.35903633,GOVERNMENT,Check Belts
817031,2020-05-22,38700,33465.0,71449.0,CarProd,6.0,0.0,0.0,172.767888,2.0,17.0,25.31284163,GOVERNMENT,Check Belts
879844,2014-06-24,18300,60100.0,82506.0,CarProd,10.0,3.0,1.0,171.4666667,2.0,64.0,,GOVERNMENT,Check Belts
644209,2006-10-15,8000,45000.0,56100.0,TruckPr,9.9,0.0,0.0,92.3,3.0,34.0,,Other,Check Belts
946883,2021-04-08,88300,54004.0,94838.0,CarProd,16.0,0.0,0.0,193.7020508,0.0,15.0,36.26269133,Other,Check Belts
745118,2019-09-25,31100,73386.0,108864.0,TruckPr,5.0,,,119.5395184,10.0,21.0,42.82660083,Other,Check Belts
104349,2009-12-13,12300,152107.0,179793.0,CarProd,7.0,,1.0,212.7829956,3.0,25.0,43.13409505,GOVERNMENT,Check Belts
454404,2012-08-31,15700,46124.0,67964.0,CarProd,6.0,0.0,0.0,155.7547891,2.0,12.0,28.79791858,GOVERNMENT,Check Belts
912336,2017-10-27,24700,77022.0,112172.0,CarProd,9.0,0.0,1.0,306.8710779,2.0,28.0,30.12004195,COMMERCIAL,Check Belts
620120,2017-08-21,24300,142000.0,175000.0,CarProd,6.0,0.0,0.0,323.6666667,0.0,35.0,,GOVERNMENT,Check Belts
605559,2012-07-25,15600,62622.0,106824.0,TruckPr,9.0,0.0,0.0,261.0214154,0.0,11.0,34.97887956,GOVERNMENT,Check Belts
62937,2008-05-01,10100,49683.0,55728.0,CarProd,0.0,0.0,0.0,91.09579488,0.0,20.0,37.13310754,Other,Check Belts
733060,2010-06-20,12900,88304.0,122178.0,CarProd,10.0,0.0,0.0,223.4548548,0.0,12.0,41.42995887,FLEET,Check Belts
241076,2009-12-01,12200,82904.0,125057.0,CarProd,8.0,0.0,0.0,131.6590526,1.0,21.0,37.27313999,FLEET,Check Belts
851023,2021-02-18,62700,120598.0,207803.0,CarProd,9.0,0.0,0.0,304.3146151,2.0,26.0,36.43625181,GOVERNMENT,Check Belts
248063,2011-07-29,14500,38986.0,49970.0,TruckPr,1.0,8.0,1.0,220.917262,0.0,17.0,47.91452111,Other,Check Belts
648443,2012-06-07,15400,,43899.0,TruckPr,0.0,0.0,0.0,324.5517414,1.0,9.0,27.77956059,Other,Check Belts
550535,2005-01-25,2900,103949.0,112505.0,TruckPr,1.0,0.0,0.0,96.10232967,0.0,13.0,30.05113629,FLEET,Check Belts
831807,2018-12-01,27200,61118.0,35184.0,CarProd,10.0,4.0,2.0,134.6489043,7.0,23.0,45.25528966,FARMING,Check Belts
36644,2009-09-15,12000,53800.0,80000.0,CarProd,0.3,0.0,0.0,124.7666667,4.0,11.0,,Other,Check Belts
803151,2018-07-17,26200,77952.0,113285.0,CarProd,5.0,0.0,0.0,90.01609154,1.0,31.0,39.39066028,Other,Check Belts
408792,2007-06-03,8900,60782.0,100000.0,TruckPr,14.0,0.0,8.0,129.8666667,0.0,36.0,,GOVERNMENT,Check Belts
441184,2017-04-30,23500,190239.0,233603.0,CarProd,3.0,0.0,0.0,285.3312927,0.0,27.0,39.91648297,GOVERNMENT,Check Belts
579717,2019-10-25,31800,71553.0,111237.0,TruckPr,6.0,,,114.1237846,10.0,20.0,41.45670798,Other,Check Belts
284549,2008-04-07,10000,34900.0,48000.0,TruckPr,3.0,0.0,0.0,288.1666667,1.0,3.0,,Other,Check Belts
658883,2007-03-17,8600,38646.0,54073.0,CarProd,14.0,0.0,0.0,89.55585277,0.0,11.0,32.53025665,Other,Check Belts
783888,2015-12-06,20900,61402.0,88659.0,CarProd,9.0,3.0,0.0,164.2489323,1.0,63.0,40.92143334,GOVERNMENT,Check Belts
934577,2008-12-28,11000,41000.0,63450.0,TruckPr,2.9,,,,,,,Other,Check Belts
273667,2016-12-27,22800,64659.0,96063.0,CarProd,8.0,0.0,0.0,201.0682871,2.0,18.0,31.54182212,COMMERCIAL,Check Belts
638804,2006-03-24,6900,53776.0,51952.0,TruckPr,5.0,0.0,0.0,87.90011834,0.0,17.0,22.28699748,Other,Check Belts
839090,2008-10-28,10800,75000.0,87400.0,TruckPr,7.0,1.0,0.0,101.4666667,2.0,19.0,,Other,Check Belts
812435,2018-12-23,27400,195497.0,246354.0,CarProd,8.0,0.0,0.0,89.26442741,1.0,25.0,39.66482299,Other,Check Belts
220745,2006-02-16,6600,95450.0,112630.0,TruckPr,23.0,0.0,0.0,122.8155841,0.0,12.0,36.77345872,FLEET,Check Belts
708815,2011-12-21,15000,62000.0,94575.0,TruckPr,23.0,0.0,0.0,238.4,1.0,24.0,,GOVERNMENT,Check Belts
406591,2005-01-13,2400,28000.0,40800.0,TruckPr,12.0,0.0,0.0,67.2,2.0,22.0,,COMMERCIAL,Check Belts
601449,2018-02-05,25100,21490.0,71571.0,CarProd,,1.0,1.0,101.9251329,1.0,25.0,30.44411926,Other,Check Belts
475240,2014-04-28,18000,54196.0,71412.0,CarProd,10.0,0.0,0.0,189.8742704,1.0,42.0,37.3521051,GOVERNMENT,Check Belts
972798,2005-01-20,2500,7229.0,44516.0,TruckPr,,0.0,0.0,208.0,0.0,12.0,,INDUSTRIAL,Check Belts
25623,2019-08-29,30500,124225.0,181129.0,CarProd,11.0,0.0,0.0,189.4391712,2.0,28.0,43.16839173,COMMERCIAL,Check Belts
951965,2006-12-13,8200,58536.0,66546.0,CarProd,1.0,0.0,2.0,118.3973584,2.0,17.0,34.71164955,Other,Check Belts
143287,2011-02-25,13800,,43082.0,TruckPr,0.0,0.0,0.0,316.0362444,0.0,9.0,26.16601382,Other,Check Belts
756989,2007-07-17,9100,17218.0,36721.0,CarProd,8.0,0.0,1.0,115.7520933,3.0,5.0,37.47941029,Other,Check Belts
769171,2009-03-16,11300,,28600.0,TruckPr,20.0,0.0,0.0,190.0312176,0.0,15.0,39.00867302,FLEET,Check Belts
908998,2016-10-27,22500,48405.0,86989.0,CarProd,14.0,0.0,0.0,94.9280885,1.0,9.0,4.029951372,Other,Check Belts
254328,2008-02-16,10000,7718.0,77750.0,CarProd,8.0,0.0,0.0,261.8,0.0,14.0,,Other,Check Belts
763211,2005-05-30,5000,123000.0,157500.0,TruckPr,9.0,,,,,,,COMMERCIAL,Check Belts
929953,2020-11-03,48000,41392.0,106075.0,TruckPr,8.0,0.0,0.0,203.0888209,2.0,35.0,38.63382732,INDUSTRIAL,Check Belts
13320,2012-02-18,15000,46867.0,67529.0,CarProd,7.0,0.0,0.0,133.787581,3.0,48.0,31.48646083,Other,Check Belts
342380,2015-01-01,19300,83141.0,112096.0,CarProd,15.0,0.0,0.0,255.788289,5.0,31.0,35.514488,COMMERCIAL,Check Belts
806536,2018-12-15,27300,,43277.0,CarProd,9.0,0.0,,101.8866148,,14.0,20.80819618,Other,Check Belts
215458,2016-03-09,21400,90912.0,121714.0,CarProd,3.0,0.0,0.0,221.515426,2.0,26.0,34.88554143,INDUSTRIAL,Check Belts
582638,2010-08-14,13000,77355.0,114400.0,,,,,,,,,,Check Belts
112355,2014-12-02,19000,165988.0,217000.0,CarProd,13.0,0.0,0.0,214.0333333,1.0,32.0,,FLEET,Check Belts
242417,2010-07-14,13000,53951.0,70095.0,TruckPr,28.0,0.0,3.0,212.3869245,1.0,24.0,36.72874424,Other,Check Belts
159930,2020-12-28,51100,178810.0,252724.0,CarProd,6.0,0.0,0.0,252.9850717,2.0,32.0,39.35189319,GOVERNMENT,Check Belts
614292,2011-04-12,14000,,28992.0,TruckPr,,0.0,0.0,342.0666667,2.0,14.0,,Other,Check Belts
110593,2018-01-27,25000,135501.0,184613.0,CarProd,0.0,,,119.5305254,,39.0,30.65881623,COMMERCIAL,Check Belts
879650,2010-03-14,12600,72854.0,86209.0,,2.0,0.0,0.0,118.0696474,0.0,14.0,36.05148718,GOVERNMENT,Check Belts
279681,2014-09-11,18700,39441.0,71345.0,CarProd,11.0,0.0,4.0,132.8367575,0.0,13.0,27.69164816,Other,Check Belts
711799,2017-03-02,23200,184526.0,237546.0,CarProd,2.0,0.0,0.0,291.6334148,0.0,26.0,39.48391375,GOVERNMENT,Check Belts
798340,2007-09-01,9300,54088.0,66961.0,CarProd,22.0,0.0,0.0,278.1604735,3.0,28.0,40.82354171,Other,Check Belts
770365,2016-12-29,22800,62754.0,101781.0,TruckPr,19.0,0.0,0.0,628.9819479,0.0,24.0,20.20030223,GOVERNMENT,Check Belts
51490,2012-03-08,15100,,65961.0,,0.0,0.0,0.0,,0.0,0.0,1.603507978,,Check Belts
61187,2009-03-11,11300,46120.0,52911.0,TruckPr,19.0,0.0,0.0,229.4415778,1.0,17.0,36.33481436,COMMERCIAL,Check Belts
515609,2012-06-09,15400,110900.0,126400.0,CarProd,16.0,0.0,0.0,179.5666667,1.0,18.0,,,Check Belts
476348,2018-06-06,25900,,,CarProd,20.0,0.0,2.0,190.9965648,0.0,22.0,31.16238948,Other,Check Belts
437746,2021-02-26,65200,63338.0,148871.0,TruckPr,11.0,0.0,0.0,124.2430768,0.0,12.0,41.44401078,FLEET,Check Belts
285996,2014-01-23,17600,88661.0,114922.0,CarProd,13.0,0.0,0.0,152.7540102,1.0,7.0,36.76627363,Other,Check Belts
305773,2013-04-22,16500,45441.0,76145.0,CarProd,4.0,0.0,0.0,124.0333832,1.0,8.0,28.17345068,COMMERCIAL,Check Belts
490631,2016-08-04,22100,60396.0,101741.0,CarProd,8.0,,0.0,97.02322633,1.0,17.0,35.68152132,FLEET,Check Belts
843478,2012-02-21,15000,,68020.0,,1.0,0.0,0.0,,0.0,0.0,1.920694367,,Check Belts
564997,2006-04-27,7000,55000.0,63000.0,TruckPr,5.0,0.0,0.0,84.73333333,3.0,20.0,,Other,Check Belts
528480,2018-08-17,26400,153853.0,188760.0,TruckPr,2.0,0.0,0.0,172.5708333,0.0,17.0,43.35819405,INDUSTRIAL,Check Belts
929106,2020-08-02,41600,365528.0,469694.0,TruckPr,3.0,0.0,0.0,304.9828841,3.0,15.0,43.36362433,GOVERNMENT,Check Belts
249453,2005-11-24,6100,62751.0,95617.0,TruckPr,1.0,0.0,0.0,138.6468632,1.0,13.0,31.75727069,Other,Check Belts
168812,2020-10-23,47000,159500.0,230000.0,CarProd,3.0,0.0,0.0,,0.0,0.0,,FLEET,Check Belts
382259,2009-09-30,12000,118000.0,139350.0,TruckPr,2.0,0.0,0.0,153.1666667,2.0,17.0,,GOVERNMENT,Check Belts
798160,2014-12-15,19100,22094.0,61820.0,TruckPr,5.0,0.0,0.0,201.1354777,0.0,13.0,28.8888762,GOVERNMENT,Check Belts
790502,2010-11-14,13400,69612.0,87728.0,CarProd,3.0,,,165.0302675,,35.0,30.44483907,Other,Check Belts
71766,2015-10-10,20600,138918.0,175989.0,CarProd,5.0,,,189.9559195,4.0,42.0,40.86267837,GOVERNMENT,Check Belts
834247,2005-02-23,3600,61584.0,61800.0,TruckPr,10.0,,,,,,,GOVERNMENT,Check Belts
384493,2017-07-09,24000,43427.0,68308.0,CarProd,25.0,0.0,0.0,302.772262,2.0,31.0,34.87185516,Other,Check Belts
124032,2011-12-27,15000,135442.0,175900.0,CarProd,11.0,0.0,0.0,247.5666667,0.0,21.0,,COMMERCIAL,Check Belts
457830,2021-02-14,60000,38944.0,69961.0,CarProd,2.0,0.0,0.0,96.69392888,0.0,20.0,28.38550102,Other,Check Belts
839205,2008-01-29,10000,75976.0,91000.0,CarProd,10.5,0.0,0.0,171.4666667,5.0,22.0,,Other,Check Belts
369730,2015-02-21,19600,94419.0,123705.0,CarProd,19.0,,2.0,92.7393804,0.0,22.0,84.37903408,INDUSTRIAL,Check Belts
760212,2005-06-20,5000,85165.0,107940.0,TruckPr,6.0,5.0,3.0,122.7666667,5.0,28.0,,COMMERCIAL,Check Belts
902492,2007-03-06,8500,,27873.0,TruckPr,21.0,0.0,0.0,190.0618702,0.0,15.0,38.3754061,FLEET,Check Belts
522913,2008-01-24,9900,59206.0,75690.0,TruckPr,6.0,0.0,2.0,288.3950585,1.0,19.0,30.77602786,FLEET,Check Belts
240532,2019-11-16,32200,108871.0,151667.0,CarProd,11.0,0.0,0.0,227.4154384,0.0,40.0,40.18309857,Other,Check Belts
982470,2018-12-21,27400,,39858.0,CarProd,11.0,1.0,,87.37900765,,14.0,20.58821436,Other,Check Belts
